spu_code	status	stock
PHO_0DD6	4	0
PEL_04VP	2	4
PAU_062A	4	13
PTO_07X6	2	0
PST_01BI	4	0
PTO_0ASV	4	0
PTO_00ZP	2	5
PHO_03OL	4	0
PHO_024M	2	10
POU_03D8	2	5
PEL_04LB	4	2
PEL_0DJR	4	0
PTO_05CC	2	16
PHO_07O8	2	14
HO10709W2HDP	2	2
PEL_073T	2	16
PTO_0D72	4	0
PBE_033V	2	67
PHO_0731	2	16
PEL_0BV4	4	0
PEL_0886	2	4
PTO_01XP	2	2
PHO_02O1	2	5
PHO_075S	2	0
FQ1TO_G0PSP	2	7
PHO_0AKE	2	11
PEL_01E7	2	0
POU_0819	4	0
PBE_06SJ	2	15
PAU_057Z	2	21
PHO_0BXI	2	5
PBY_0B9B	2	42
POU_0850	2	6
PTO_0BD2	2	11
PTO_06EY	2	8
PHO_0B6Q	2	0
ST107043W037	2	10
POU_05JP	2	11
PBY_0RG3	2	11
ST21229E6863	2	3
FQ1TO_5AYRT	2	6
POU_03MS	4	10
PEL_08V9	4	4
PTO_05EC	2	7
PHO_06N5	2	9
PHO_07OH	4	0
PHO_0DOX	2	4
PBY_09M3	2	5
PHO_07C1	2	10
PTO_07DM	4	0
PHO_07NU	2	1
PHO_0BKE	2	0
PBY_0DG3	2	8
POU_02MG	2	0
PTO_06F2	2	5
POU_05AK	4	0
PHO_03WJ	2	5
PBY_0EC3	2	5
PAU_03Y1	2	10
PBY_0J2W	2	4
PBY_0CH9	2	3
POU_02VQ	4	5
PBY_0679	2	18
PST_02G0	2	2
PEL_065R	2	5
PH10700207Y5	2	3
POU_0031	2	15
PCL_003F	2	4
PHO_0I0I	2	0
PBY_0LCZ	2	3
PHO_0I00	2	3
PHO_0FKY	2	12
PBY_0C8S	2	12
PTO_0CL6	2	0
PHO_00HY	2	0
PBY_0JWH	2	5
PTO_09HX	2	5
PEL_024M	2	2
PHO_0EJT	2	15
PEL_06O4	4	0
PBE_06UF	4	55
PEL_067B	2	3
PEL_0C9B	4	3
PEL_0988	2	0
PHO_06EZ	2	5
PEL_03ZL	2	18
PEL_0B7Q	2	2
PHO_0G2O	2	26
PEL_0B55	2	10
PEL_028P	2	1
PAU_06CQ	2	7
PBE_032W	2	11
PEL_08GM	2	3
PHO_01PA	4	0
PEL_034I	2	3
PEL_089L	2	7
PEL_0C57	2	20
PHO_0C8T	2	5
PBY_0C8P	2	11
PHO_07WC	4	0
PBY_0FZT	2	3
PTO_075J	2	5
PBY_0HMC	2	26
PHO_0E7Q	4	0
PHO_0DWM	2	15
PBY_0G3U	2	4
POU_022C	2	0
PHO_0053	2	6
PHO_0GDQ	2	12
PBY_0IFW	2	17
PTO_095T	2	4
PBY_0B7H	2	1
PEL_0CKV	2	11
PHO_05RA	2	3
PBY_0DO9	1	24
PTO_06RB	2	0
PHO_0FKX	2	2
PAU_01LJ	4	5
PBY_0PCV	2	3
PEL_0DV4	2	0
PBY_0C8J	2	32
PBY_0H31	2	4
PBY_0FAM	2	1
PHO_0C9K	4	0
PHO_07E5	4	0
PAU_04DT	4	10
PEL_00N8	2	0
PHO_07QY	4	2
POU_04HG	2	6
PEL_074M	2	9
PHO_0DWB	2	12
PEL_05GV	2	0
PBE_07IE	2	3
PEL_020U	2	0
PEL_0645	2	17
PEL_09GO	2	27
PEL_0BAA	2	3
PEL_07RD	2	4
PBE_06B7	2	0
PEL_05EV	2	9
PAU_05O2	2	8
PEL_0433	2	2
PEL_08KD	4	5
PBE_09QN	4	0
PBE_09T3	2	3
PEL_023Q	2	9
PAU_03O2	2	22
PEL_06YA	2	4
PEL_0DIW	2	5
PEL_0C05	2	4
PEL_0CTG	4	0
PEL_0EYY	2	7
PEL_0A5N	2	9
PEL_09BQ	2	18
PAU_04V4	2	2
PEL_0CUV	2	62
PEL_0DDH	4	0
PEL_05J1	2	4
PEL_07IB	2	0
PEL_0A19	2	0
PEL_0DNP	2	3
PEL_0A3A	2	8
PHO_09XU	2	3
PEL_0A5Z	2	50
PEL_0489	2	45
PEL_05FU	2	1
PEL_0CFH	2	23
PAU_03B2	2	2
ST61360K5G8P	2	11
PEL_0FIX	2	4
PEL_06RF	2	0
PHO_0IJT	2	2
M00MBDHQ0000	2	23
PBE_0817	2	10
PEL_082R	2	32
PEL_03PB	2	3
PBE_09AS	2	2
PEL_062S	2	15
PEL_0476	4	0
PHO_00RM	4	16
PEL_08JF	2	1
PAU_064J	2	9
PHO_0A9V	2	7
PEL_0565	2	69
PBE_09E3	4	29
PEL_07JP	2	0
PBE_02X3	2	12
PEL_07P5	2	17
PEL_0BU5	2	0
PHO_0I7O	4	13
PEL_09MM	2	9
PEL_00N5	2	24
PEL_09BP	2	100
PAU_001V	2	37
PEL_0746	4	0
PEL_013B	2	37
PEL_06L1	2	3
PEL_02KZ	2	0
PBE_00KX	2	21
PEL_04Q6	2	21
PHO_03E3	2	0
PEL_02EF	2	21
PEL_06LF	2	11
PHO_072P	2	27
PEL_028Y	2	53
PTO_07SC	2	31
PEL_09KS	4	8
PEL_07LO	2	7
PTO_03IJ	2	10
PEL_05UU	2	6
PHO_07JR	2	8
PEL_09L1	2	0
PEL_00KS	2	0
PEL_0A1H	4	8
PEL_0958	2	10
PEL_076U	2	6
PEL_05CH	2	5
PEL_0DFZ	2	10
PEL_027R	2	6
PEL_00OT	2	1
PEL_06WG	2	5
PEL_09WC	2	11
PAU_02TA	4	4
PEL_0DLE	2	3
PST_01I3	2	0
PBE_01YO	2	3
PEL_06YZ	4	0
PEL_07OZ	2	0
TO2122IPZW7A	2	20
PEL_00MY	4	0
PTO_02HQ	2	0
B02360BOWRY9	2	2
PHO_0524	4	0
PTO_08RZ	2	9
PBY_0AOC	2	2
TO21221464HD	4	0
PBE_09CI	2	1
PAU_03SH	4	2
POU_0086	2	2
PST_01DV	2	10
PEL_0DH8	4	3
PEL_0BU1	2	26
PEL_0868	4	9
PH45340M1FQ1	2	4
PHO_09QI	2	9
PEL_0DYX	2	52
PEL_0865	2	6
PTO_06XV	2	22
FQ1TO_GQKQ4	4	0
PEL_00MV	4	0
PEL_031S	2	8
PAU_079W	2	0
PEL_07BA	2	7
PEL_06BH	2	19
PBE_09CC	2	9
PAU_06J2	4	4
PEL_09GN	2	20
PEL_04I5	2	24
PEL_085E	4	0
PHO_0AJP	2	25
EL6136323D47	4	0
PEL_04BI	2	45
PHO_0BRX	2	5
PHO_0EOL	2	3
PTO_038L	2	2
PHO_083F	2	5
PBY_09E2	2	58
PHO_06S8	4	0
PEL_035G	2	0
PHO_082Q	2	13
PEL_064A	2	19
PBY_0LAB	4	0
PEL_0630	2	0
PHO_07VK	2	2
POU_02IO	4	0
PEL_05F0	2	4
PEL_0F5R	2	0
POU_07O3	4	7
PBE_093Q	4	3
PHO_02UL	2	0
PEL_028T	2	56
PTO_06R8	4	8
POU_009U	4	2
OU4534GD9RW4	4	4
PTO_02PO	2	15
POU_026T	2	9
PBY_0DCW	2	22
PBY_0AKQ	4	47
PCL_01GQ	2	113
PHO_0PGN	2	68
PCL_01GR	2	56
PHO_0PGT	2	119
PCL_01GP	2	56
PBE_0AMI	2	161
PHO_0PGD	2	203
PHO_0PGP	2	115
PHO_0PGO	2	108
PHO_0HJM	4	0
PEL_0EVG	2	6
PEL_06L7	4	0
PEL_0997	2	6
PAU_006E	2	5
PHO_08OW	2	19
PHO_0NZ7	2	4
PTO_054X	2	9
PEL_0AC3	2	30
PBE_06I3	2	3
PTO_096T	2	2
PHO_01B5	2	0
PTO_08Q8	2	5
PEL_067P	2	2
PHO_06V6	2	3
PBE_07FY	4	0
PEL_0A37	2	39
PAU_0853	2	4
PHO_0IBU	2	20
PBE_09FU	2	7
PTO_0DVB	2	5
PAU_00WC	2	0
PHO_0J2E	2	9
PAU_03BB	2	3
EL61314U5F4W	2	5
PHO_08W2	2	7
PHO_09EH	2	6
ST3841KWO015	4	5
PBE_01G9	2	39
PBE_0AST	2	10
PHO_0AT4	2	0
POU_08RM	2	0
POU_05QA	2	5
POU_07AY	2	1
PBY_0PCW	2	17
PBY_0RVH	2	5
PAU_02YC	2	3
PEL_09XN	2	0
PEL_0CDS	4	0
PAU_0649	4	4
PTO_0391	2	14
PAU_00CM	4	0
PAU_02JK	2	0
PBY_0F0S	2	1
PHO_05CC	2	0
PBE_009J	2	2
PTO_0F23	4	0
PEL_09Y3	2	0
PHO_0D2T	2	0
PBY_0JND	2	4
PHO_08G4	4	5
PHO_05EA	2	5
PHO_0FKB	2	7
POU_0545	4	0
PHO_0HGR	2	0
PTO_06HA	2	6
PTO_0552	2	2
PEL_0CNV	4	5
PBY_0HHJ	2	6
PBY_0GMN	2	4
PHO_0EJO	4	0
POU_06AW	4	0
POU_0294	2	1
POU_00FO	2	8
PBY_0RNH	2	41
PEL_0EUR	2	4
PEL_0FBB	4	0
PBY_0RNI	2	10
PBE_0AVB	2	191
PBY_0UO3	2	97
PBY_0UO0	2	59
PHO_0PVN	2	60
PHO_0PVM	2	45
PHO_0PVK	2	45
PHO_0PVI	2	1
PHO_0PVJ	2	48
POU_096M	2	30
PTO_0WAZ	2	156
PEL_0HCH	2	187
PHO_0PVL	2	40
PHO_0PVH	2	95
PTO_0WBY	2	34
PTO_0WC0	2	49
PTO_0WC1	2	24
HO10701XL407	2	4
PHO_0PV0	2	96
PTO_0WC3	2	36
PTO_0WBZ	2	241
PTO_0WBV	2	96
PHO_0OHI	2	10
POU_05CU	2	4
PTO_099P	2	4
PTO_0AGL	2	5
PHO_09EU	2	5
PHO_0DIS	2	4
PBE_0A66	2	0
FQZOL_QL9GY	2	0
PTO_0FHI	2	0
PTO_0W7W	2	5
PEL_0G7V	2	0
PEL_0HBG	2	2
PHO_0OUT	2	5
PTO_0FZE	2	5
PHO_05CH	2	1
PTO_0E0J	2	0
POU_07CN	2	4
PST_01W2	2	4
PTO_0C0Z	4	0
PTO_0C1A	4	0
PTO_06X1	4	10
PHO_00G2	4	0
PHO_05FU	4	0
PBY_0PIW	4	0
PBY_0PJ0	4	0
PBY_0PIZ	4	0
PBY_0PIY	4	0
PBY_0PIX	4	0
PBY_0PGV	4	0
PBY_0PH6	4	0
PBY_0PH7	4	0
PBY_0PLE	4	0
PBY_0PGM	4	0
PBY_0PHC	4	0
PBY_0PFG	4	0
PBY_0PFH	4	0
PBY_0PPQ	4	0
PBY_0PPR	4	0
PBE_04FG	4	0
PBE_0AE7	4	0
